,Text,Article_Id
234,wmc say xstrata bid low australian mine firm wmc resourc said worth 30  hostil 74bn australian dollar   58bn  £3bn  bid rival xstrata  pressur swissbas xstrata increas takeov offer  report invest firm grant samuel wmc defenc document valu wmc share  717  824  xstrata bid  635 share  analyst said defenc document provid detail wmc  may trigger possibl rival bid   bid go emerg probabl like next one two week   said daiwa secur analyst mark pervan  said valuat would put increas pressur xstrata look  sweeten  offer  marc gonsalv  execut xstrata  said   review inform contain target statement next week   ad   review assumpt made grant samuel detail  extrem sceptic conclus  suggest wmc sharehold take extrem care presum optimist assumpt capabl realis   last month australia competit watchdog said would oppos purchas wmc zurich londonbas xstrata  tuesday  wmc chairman tommi bergman said statement director believ sharehold  best interest reject offer  said wmc would pursu  valuecr option  provid portfolio  world class asset   wmc chief execut andrew michelmor claim xstrata offer aim creat valu xstrata sharehold  made benefit wmc sharehold  grant samuel said valuat wmc base lower averag price nickel  copper uranium current market level   longer term commod price improv would improv outlook   mr michelmor said  2003 xstrata acquir australia largest copper miner  mim hold  wmc resourc world thirdlargest produc concentr nickel  also miner copper uranium  own olymp dam mine south australia  contain onethird world known uranium resourc also world fourth largest copper mine  xstrata global mine giant oper australia  south africa  spain  germani  argentina uk  core product copper  coke coal  thermal coal  ferrochrom  vanadium zinc  also grow busi gold  lead silver ,366
235,swiss cement firm buy spree swiss cement firm holcim bid  800m  £429m  buy two indian cement firm hold compani countri  plan buy associ cement compani  acc   ambuja cement eastern hold firm  ambuja cement india ltd  holcim statement said  share acc fell 55  investor  thought offer underpr  decid sell  meanwhil  ukbas firm aggreg industri said agre £18bn takeov holcim  deal aggreg give holcim  world secondbiggest cement maker  entri uk market boost presenc us  peter tom  remain aggreg chief execut  said 138p share offer provid  signific valu  sharehold  markfield  leicestershirebas compani run 142 quarri uk us  also 164 readymix concret plant  90 asphalt plant 32 precast concret factori  indian deal go ahead  give holcim major presenc world fastestgrow market behind china  acc india secondlargest cement maker annual capac 182 million tonn market share 13    holcim look buy  acc  cheap   said kk mittal  fund manag escort mutual fund new delhi   market impress  want substanti chunk  pay premium market price   share holcim rose 23  thursday follow news takeov ,485
236,madagascar complet currenc switch madagascar complet replac malagasi franc new currenc  ariari  monday  price contract quot ariari  trade 1893 us dollar  malagasi franc  lost almost half valu 2004  longer legal tender remain exchang bank 2009 phase franc  begun juli 2003  intend distanc countri past french coloni rule address problem larg amount counterfeit franc circul   question sovereignti   reuter quot central bank offici say   symbol independ old coloni way  sinc left french monetari zone 1973 currenc name   ariari name precoloni currenc indian ocean island state ,372
237,g7 back africa debt relief plan g7 financ minist back plan write 100  debt world poorest countri  uk chancellor gordon brown said london meet world seven richest nation would rememb  100  debt relief summit   37 countri could benefit casebycas review bodi includ world bank imf  said  us say support mr brown intern financ facil boost aid develop countri  bbc correspond said meet produc movement toward uk ambit  much work need  mr brown said major breakthrough intern organis offer 100  multilater debt relief   vast bulk  money owe poorest countri   could begin final stage process debt owe poorest countri  built 20 30 year  debt simpli unpay real world  final taken care   said  ad   richest countri hear voic poor   said would insist govern reform need transpar  tackl corrupt open poorest richest nation  bbc correspond patrick bartlett said agreement principl  organis involv look would work practic  oxfam senior polici advis max lawson welcom statement said g7 minist  pass first hurdl 2005   ad   need move quickli turn propos real chang world poorest   two million children die needlessli next meet april  rich countri go keep promis tackl obscen poverti need deliv  deliv quickli   talk continu financ increas oversea develop assist  intern monetari fund  imf  look propos use gold suppli help debt relief effort meet april  mr brown said g7 minist agre defer debt interest payment repay countri affect tsunami end 2005 uk plan intern financ facil  iff  help deal debt develop world agre  mr brown want provid  10bn  £538bn  year decad  use g7 back money could borrow front financi market  key element propos modern version marshal plan  brought us aid rebuild europ world war ii  develop world  mr brown said  win support everi day  said programm agre draw detail time g8 summit juli  us treasuri undersecretari john taylor said us could support iff  legisl process    us complet commit poverti reduct provid financ   said   particular mechan work unit state  work countri  fine   earlier  told bbc radio 4 today programm us increas support africa past four year  11bn per year  46bn per year  south africa financ minist trevor manuel told bbc talk point programm need one approach  wealthi nation board  said much money pledg us yet dispens  uk made poverti poorest nation key theme 2005 presid group eight  g8   compris g7 russia  g8 countri meet gleneagl scotland  dinner friday night  former south african presid nelson mandela back mr brown plan urg financ chief writeoff african debt provid extra  50bn  £2669bn  year aid next decad  talk also centr impact rise economi china india  us budget trade deficit  us  europ japan act boost global econom growth  hivaid  g7 minist call flexibl intern exchang rate said  excess volatil  would imped econom growth  repres china  india  russia  south africa brazil invit attend session  g8 summit set take place juli ,241
238,us prepar hybrid onslaught sale hybrid car us set doubl 2005  research suggest  research group jd power estim sale hit 200000 2005  despit higher price custom sceptic  carmak start build hybrid sport util vehicl  suv   fourwheeldr vehicl domin us car market  hybrid cut petrol consumpt emiss combin petrol engin electr motor constantli kept charg extra engin power  sever jurisdict  notabl state california  mandat low emiss new car  equal  rise oil price past year spark hope consum may tempt potenti save hundr dollar year fuel  detroit motor show  rang manufactur promin display hybrid credenti  toyota led market date priu  popularis number celebr keen burnish  green  credenti  april launch hybrid version highland suv  suv luxuri lexu marqu due later year  honda three hybrid market  two japanes carmak sold 80000 unit last year  ford  sold 4000 first hybrid sinc launch august  bring hybrid suv  marin  market year ahead schedul  plan three model 2008 gm hybrid pickup market show two concept suv detroit  even sport car maker porsch may join race  although insist still consid whether hybridis cayenn suv  other remain sceptic  nissan bought toyota hybrid technolog  plan bring first model 2006   want make sure concentr one technolog   nissan chief execut carlo ghosn said   surpris acceler deceler hybrid market   volkswagen  meanwhil  say focu cleanburn diesel engin instead  watcher point price tag hybrid  upward  3000 equival normalengin car  suspicion technolog  may still cool attract   averag consum nt will pay premium car wo nt drive six year   said anthoni pratt jd power ,430
239,emi share hit profit warn share music giant emi sunk 16  firm issu profit warn follow disappoint sale delay two album releas  emi said music sale year march fall 89  year  profit set 15  lower analyst expect  blame poor sale sinc christma delay releas new album coldplay gorillaz  1200 gmt monday  emi share 162  23575 penc  emi said two major album schedul releas end financi year march  one coldplay one gorillaz  releas date put back   emi music sale  particularli reorder  januari also lower anticip expect continu februari march   compani ad   therefor  full year  constant currenc  emi music sale expect 8  9  lower prior year   compani said expect profit £138m   2598m   alain levi  chairman chief execut emi music  describ perform  disappoint   ad remain optimist futur trend industri   physic music market show sign stabilis mani part world digit music  form  continu develop rapid pace   said  comment delay releas coldplay gorillaz album  mr levi said  creat market music exact scienc alway coincid report period    reschedul recent soft disappoint  chang view improv health global record music industri   ad  paul richard  analyst numi secur  said market would focus slump music sale rather time two album   unusu see much downgrad phase   said ,207
240,batter dollar hit anoth low dollar fallen new record low euro data fuell fresh concern us economi  greenback hit  13516 thin new york trade  ralli  13509  dollar weaken sharpli sinc septemb trade  120  amid continu worri level us trade budget deficit  meanwhil  franc financ minist said world face  econom catastroph  unless us work europ asia currenc control  herv gaymard said would seek action issu next meet g7 countri februari  minist european asian govern recent call us strengthen dollar  say excess high valu euro start hurt exportdriven economi   absolut essenti meet g7 american friend understand need coordin manag world level   said mr gaymard  thursday new low dollar came data releas show yearonyear sale new home us fallen 12  novemb  analyst say could indic problem ahead consum activ  commerc depart data also show consum spend  drive two third us economi  grew 02  last month  figur weaker forecast  fell short 08  rise octob  offici us polici support strong dollar mani market observ believ happi let dollar fall boost export  us govern face pressur export organis publicli state currenc still fall  abnorm danger height  set 2002 us say let market forc determin dollar strength rather interven directli  statement presid bush recent week highlight aim cut twin us deficit prompt slight upturn currenc  observ said quiet trade thursday exacerb small move market  agre underli trend remain downward  dollar fallen third consecut year analyst forecast  albeit less dramat weaken  2005   see finish year around  135 see go steadi track upward eurodollar 2005  finish year around  140   said adrian hugh  currenc strategist hsbc london ,344
241,worldcom director end evid former chief financi offic us telecom firm worldcom finish give evid trial exboss berni ebber  scott sullivan admit juror will commit fraud meet wall street earn project  mr ebber trial fraud conspiraci relat worldcom collaps 2002 plead guilti  mr sullivan spent two day crossexamin lawyer former worldcom chief execut mr ebber  attorney reid weingarten attempt portray mr sullivan liar thursday quizz decis commit fraud meet analyst  profit estim   point time   mr sullivan said  refer first fals entri late 2000   knew wrong knew law  thought would get short term   mr sullivan  42  alreadi plead guilti fraud sentenc follow mr ebber  trial  appear prosecut wit  mr ebber  63  alway insist unawar hidden shortfal worldcom financ  former financ offic said mr ebber knew improp account entri made 2000 2002 conceal soar expens inflat revenu  mr ebber could face sentenc 85 year convict charg face  worldcom problem appear begun collaps dotcom boom cut busi internet compani  prosecutor alleg compani top execut respond orchestr massiv fraud twoyear period  worldcom emerg bankruptci protect 2004  known mci  monday  mci agre buyout verizon commun deal valu  675bn ,196
242,europ ask asia euro help european leader say asian state must let currenc rise us dollar eas pressur euro  european singl currenc shot success alltim high dollar past month  tacit approv white hous weaker greenback  could help counteract huge deficit  help trigger move  europ say euro enough  asia must share burden  china seen main culprit  export soar 35  2004 partli back currenc peg dollar   asia engag greater currenc flexibl   said french financ minist herv gaymard  meet german counterpart han eichel  market respond push euro lower  expect rhetor  pressur  unlik eas ahead meet g7 industrialis countri next week  earli tuesday morn  dollar edg higher 13040 euro  yen  meanwhil  strengthen 102975 dollar 0730 gmt ,496
243,execut trio leav aer lingu three senior execut ireland stateown airlin  aer lingu  set leav earli 28 januari accus conflict interest  trio chief execut willi walsh  chief financi offic brian dunn chief oper offic seamu kearney  three refus confirm report plan launch privat airlin competit aer lingu  announc novemb would quit may  give reason  decis follow announc irish prime minist berti ahern  still consid futur airlin  rule propos manag buyout aer lingu  mr walsh deni forc earli report claim set launch competitor airlin   leav aer lingu still earli say   mr walsh told ap news agenc wednesday   opportun open  brian seamu equal fortun posit   said receiv 40 busi propos  mostli aviationrel  sinc trio announc resign two month ago  mr walsh said conflict interest   launch rival airlin join exist competitor   thing happen everi busi    absolut question conflict interest  complet focus respons aer lingu   told ap  week opposit politician call irish govern make urgent decis futur airlin  wednesday irish transport minist martin cullen said statement   conflict interest  allow aris current role aer lingu futur career intent   last friday minist announc advertis three senior execut aer lingu  mr walsh  took charg 2000  team earn prais turn aer lingu around  cut air fare staff  reposit lowfar airlin rival ryanair  compani 85  own govern 15  staff ,445
244,sa unveil  budget south african govern put tax cut increas social spend centr latest budget  aim stir econom growth aid countri poor  financ minist trevor manuel said focu 2005 budget    tax cut target firm individu  cut corpor tax 30  29  offer incom tax cut worth 68bn rand   12bn  £910m   spend health educ rise 94  81  respect  spend hous sanit rise 12   spend increas run next three year  unveil 418bnrand budget parliament  mr manuel said south african economi grown averag 32  past four year  slightli african averag 4   predict south african economi would grow 43  2005 42  2006 mr manuel ad inflat fell 43  2004 expect remain 3  6  least 2008  help interest rate lowest level 24 year  given corpor person tax cut  new measur  earn less 35000 rand year exempt incom tax  extra 223bn rand social spend partli met higher fuel  tobacco alcohol tax   budget  focu   hell lot  spread across south africa   said mr manuel  said econom situat  mark improv  posit end apartheid  acknowledg need done improv live livelihood disadvantag  280000 job year creat south africa sinc 2000 unemploy remain high  current close 30   economist colen garrow said budget look would stimul econom growth   pleasant see cut compani tax  good incent busi   said ,55
245,optim remain uk hous uk properti market remain robust despit recent slowdown  accord mortgag lender bradford  bingley housebuild georg wimpey  b  b said buytolet market  bank major player  would continu grow much faster wider mortgag market  comment came report 6  rise profit £2802m   532m   wimpey report 19  rise profit £4507m said recent new home reserv better expect  recent hous market survey indic uk properti market cool recent month sever year rapid growth  last week  figur council mortgag lender  cml  indic popular buytolet mortgag  key phenomenon hous boom  could wane  b  b  22  share uk buytolet mortgag market  said rate growth moder  sector  continu grow rate consider whole mortgag market   overal  b  b said  hous market fundament remain strong    interest rate unemploy like remain histor low level  real household incom continu grow hous demand like outstrip suppli mediumterm   despit upbeat tone  share b  b 4  3255p morn trade analyst worri futur earn growth  wimpey profit figur came top expect  number help buoyant sale us offset slight slowdown uk  wimpey said uk hous market prove  challeng  last year   late summer  market gener slow sharpli across countri show real improv autumn   ad  howev  first seven week year produc promis sign  wimpey said   visitor level interest period encourag reserv stronger end expect   share wimpey 6  4585p morn trade ,177
246,india unveil antipoverti budget india boost spend primari school health budget flag boost ordinari citizen  india defenc budget also rais 78  830bn rupe   19bn   prioriti financ minist palaniappan chidambaram fight poverti keep govern communist alli onsid  option limit new law make cut budget deficit  said would 45  gdp year march 2005 countri overal deficit thought 10   spend india 35 state territori includ  fiscal respons law  mr chidambaram trim deficit 03 percentag point year  target say met current year  heavi spend poverti reduct mean 20056 target deficit 43   mr chidambaram said  fall short new law requir   left option press paus button vi vi act   said  follow year  though  would back track  warn   may add peril close limit fiscal prudenc room spend beyond mean   said  come year reduct meant bring busi india burgeon servic sector tax system restructur person tax system  although numer corpor tax duti reduct built budget  present budget lower hous parliament  mr chidambaram said indian economi perform strongli inflat rein  said india economi grew 69  2004 budget mr chidambaram   increas spend primari educ 7156bn rupe   16bn   increas spend health 1028bn rupe   235bn   announc 80bn rupe   18bn  spent build rural infrastructur  pledg 10216bn rupe   23bn  tsunami victim  increas flow fund agricultur 30   announc packag sugar industri addit  100bn rupe   23bn  spent infrastructur sourc borrow countri foreign exchang reserv  keep budget spend control   given resili indian economi  possibl launch direct assault poverti   mr chidambaram said   whole purpos democrat govern elimin poverti   new indian govern  led congress parti  vote power last may pledg introduc econom reform  human face   financ minist say commit continu reform india tax system expand tax base  part reform announc   duti cut capit good raw materi  expand servic tax net  rais incometax threshold 100000 rupe   2300   reduc incom tax earn less 250000 rupe   5700  20   reduc corpor tax rate 30  annual econom survey releas friday said india need eas limit restrict foreign invest  reform labour law cut duti apart widen tax base longterm econom growth  mr chidambaram pressur communist parti focu increas social spend  communist also hostil measur seek increas foreign invest allow compani hire fire employe  recent month  express displeasur govern econom reform plan includ increas foreign direct invest telecommun aviat  last budget  mr chidambaram pledg billion dollar improv educ health servic poor well special assist farmer ,159
247,germani call eu reform german chancellor gerhard schroeder call radic reform eu stabil pact grant countri flexibl budget deficit  mr schroeder said exist fiscal rule loosen allow countri run deficit current 3  limit met certain criteria  write financi time  mr schroeder also said head govern greater say reform  chang pact due agre econom summit march  current eu rule limit size eurozon countri deficit 3  gdp  countri exceed threshold liabl heavi fine european commiss  although sever countri  includ germani  breach rule consist sinc 2002 without face punish  european commiss acknowledg last month would impos sanction countri break rule  mr schroeder  staunch support pact set 1990  said exempt need take account cost domest reform programm chang econom condit   stabil pact work better intervent european institut budgetari sovereignti nation parliament permit limit condit   wrote   compet respect member state will align polici consist econom goal eu   deficit allow rise 3   mr schroeder argu  countri meet sever  mandatori criteria   includ govern adopt costli structur reform  countri suffer econom stagnat nation shoulder  special econom burden   propos chang would make harder european commiss launch infring action state breach pact rule  mr schroeder intervent come ahead meet 12 eurozon financ minist monday discuss pact  issu also discuss tuesday ecofin meet financ minist 25 eu member  mr schroeder also call head govern play larger role shape reform pact  number eu financ minist believ favour limit chang eurozon rule ,457
248,uk bank seal south korean deal ukbas bank standard charter said would spend  33bn  £18bn  buy one south korea main retail bank  standard charter said acquir korea first bank  kfb  fulfil strateg object build bigger presenc asia third largest economi  share fell nearli 3  london bank rais fund deal sell new stock worth £1bn   18bn   equal 10  share capit  standard charter expect 16  futur group revenu come kfb  south korean bank also make 22  group total asset  move  year citigroup beat standard charter buy koram bank  would south korean financi sector biggest foreign takeov  time around  standard charter thought beaten hsbc deal  kfb south korea seventh largest bank  3 million retail custom  6  countri bank market extens branch network  countri bank market three time size hong kong annual revenu  44bn  standard charter headquart london two third busi asia  much rest africa   comfort price paid  key speed decis make sure   said standard charter chief execut mervyn davi london press confer  standard charter said kfb  wellmanag  conserv run bank highli skill workforc  repres  signific acquisit growth market   london  standard charter sale 118 million new share institut investor push share price  contribut ftse 100 03  declin  standard charter share 28 penc lower 925p midday  analyst also queri whether standard charter overpaid kfb  deal  requir regulatori approv  expect complet april 2005 earn accret 2006  standard charter said  rival bank giant hsbc  base london hong kong  also run  standard charter believ gain initi put togeth bid christma break   abl move quickli caught hsbc surpris   financi time newspap quot insid talk say  hsbc wait next south korean bank line sold  thought like korea exchang bank  also current hand us group  standard charter said buy 100  kfb  agreement would bring end bank complex dual ownership  south korean govern own 514  kfb  remain sharehold  oper control  hand us privat equiti group newbridg capit  newbridg bought stake govern nationalis sever bank wake 1997 asiawid currenc crisi crippl south korea financi institut  south korea economi expect grow 45  year  although often thought exportdriven economi  south korea servic sector overtaken manufactur last decad  servic make roughli 40  economi  consum spend retail bank becom increasingli import  aftermath asian financi crisi  govern encourag growth consum credit  bad loan problem follow  lg card  countri biggest credit card provid  struggl avoid bankruptci month  instanc  analyst believ south korea financi servic industri still infanc  offer plenti scope new product  standard charter see  opportun creat valu introduct sophist bank product   sinc 1999  kfb restructur wholesal bank retail bank focus mortgag lend  make 45  loan ,409
249,walmart fight back accus two big us name launch advertis campaign  set record straight  product corpor behaviour  world biggest retail walmart took 100 full page advert nation newspap  group tri see critic pay deal  benefit packag promot strategi  meanwhil  drug group eli lilli plan campaign  fals  claim product prozac  walmart kick battl advert newspap like wall street journal  use open letter compani presid lee scott say time public hear  unfilt truth    lot urban legend  go around day walmart  fact fact  walmart good consum  good commun good us economi   mr scott said separ statement  advert  new websit  outlin group plan creat 10000 us job 2005 walmart averag pay almost twice nation minimum wage  515  £390  hour  employe offer health life insur  compani stock retir plan  advert say  union accus walmart pay staff less rival  fewer benefit  california  compani fight opposit new store amid alleg forc local competitor busi  lawmak state also examin alleg firm burden state unfair proport employe health care cost   think go tough time suddenli overcom percept peopl   said larri bevington  chairman save commun  group fight prevent walmart open store rosemead  california  walmart also fight two lawsuit  one accus discrimin women anoth alleg discrimin black employe  meanwhil eli lilli launch seri advert dozen major newspap  present say true fact antidepress drug prozac  move respons british medic journal articl claim  miss  lilli document link prozac suicid violent behaviour  avert  entitl open letter chief execut sidney taurel  compani say articl continu  needlessli spread fear among patient take prozac    simpli wrong suggest inform prozac miss  import research data benefit possibl side effect drug avail doctor regul   letter ad  eli lilli chief medic offic alan breier said articl  fals mislead  document refer actual creat offici us food drug administr  fda  present fda meet 1991 later  fda medic advisor agre claim base faulti data increas risk suicid ,449
250,mci share climb takeov bid share us phone compani mci risen specul takeov talk  wall street journal report thursday qwest bid  63bn  £34bn  mci  firm also express interest mci  secondlargest us longdist phone firm  may tabl rival bid  analyst said  share mci  chang name worldcom emerg bankruptci  24   2015  press report suggest qwest mci may reach agreement earli next week  although rival bid may muddi water  largest us telephon compani verizon previous held preliminari merger discuss mci  reuter quot sourc say  consolid us telecommun industri pick past month compani look cut cost boost client base  merger mci qwest would fifth billiondollar telecom deal sinc octob  last week  sbc commun agre buy former parent phone trailblaz   16bn  competit intensifi fixedlin phone provid mci  seen overtaken rival  buy mci would give qwest  local phone servic provid  access mci global network businessbas subscrib  mci also offer internet servic  mci renam emerg chapter 11 bankruptci protect april last year  hit headlin worldcom 2002 admit illeg book expens inflat profit  scandal key factor global slide share price reverber still felt today  sharehold lost  180bn compani collaps  20000 worker lost job  former worldcom boss berni ebber current trial  accus overse  11bn fraud ,251
251,glazer make new man utd approach malcolm glazer made fresh approach buy manchest unit  could lead bid valu premiership club £800m  us tycoon  woo club last 12 month  approach unit board  detail propos   confirm  mr glazer  own tampa bay buccan team  hope lead formal bid accept  new offer expect contain substanti less debt  mr glazer alreadi one takeov attempt turn red devil respond use 281  sharehold vote three board member last novemb  man unit turn bid base high level borrow  newspap specul recent tycoon gain support lead bank come stronger less debtladen bid  last week  howev  mr glazer issu statement stock exchang distanc new bid  meanwhil  unit chief execut david gill said decemb talk would resum unless glazer came  definit propos   board confirm us bidder back  statement issu sunday read   board confirm receiv detail propos subject variou precondit may form basi offer   announc made due cours   succeed malcolm glazer still need approv major sharehold john magnier jp mcmanu  289  club  irish duo cut talk glazer propos sale stake far made comment latest approach  unit fan react anger announc  vehement oppos propos takeov glazer sinc first show interest club septemb 2003 sunday announc vow fight   fight tooth nail stop whatev offer say  want anybodi els take unit   said mark longden independ manchest unit support  associ   campaign propos takeov continu done sinc glazer first show interest club  ,293
252,parmalat sue 45 bank crash parmalat su 45 bank tri reclaim money paid bank scandalhit italian dairi compani went bust last year  firm collaps debt 14bn euro   19bn  £10bn  new boss enrico bondi alreadi taken legal action number lender  claim bank awar problem continu work compani could earn commiss  parmalat identifi bank gone time  italian law  administr seek get back money paid financi institut prior insolv  suspicion institut knew compani financi troubl  firm also said prepar law suit  accord reuter news agenc  35 compani su thursday italian remain 10 intern  unidentifi parmalat sourc also told reuter compani plan take action total 80 financi institut  among alreadi target bank america  ub  credit suiss first boston  deutsch bank citigroup  also gone auditor grant thornton  deni wrongdo  parmalat declar insolv decemb 2003 emerg 4bn euro thought held offshor account fact exist  investig follow becam appar compani  among thing  bill client twice order boost sale bolster balanc sheet  enabl parmalat borrow heavili expand oversea  allow becom darl italian stock exchang ,312
253,ebber deni worldcom fraud former worldcom chief berni ebber deni claim knew account doctor book firm  speak court  mr ebber reject alleg pressur exchief financi offic scott sullivan falsifi compani financi statement  mr sullivan  made account decis   told feder court  say financ chief  keen command number   mr ebber deni charg fraud conspiraci  second day question new york trial mr ebber play work relationship mr sullivan deni frequent met discuss compani busi question prosecut   lot week  would speak  three four time   mr ebber said  ad convers financ rare oneonon usual discuss  group peopl  instead  mr ebber relationship mr sullivan key case surround financi corrupt led collaps firm 2002 follow discoveri  11bn account fraud  prosecut star wit mr sullivan  one six worldcom execut indict case  plead guilti fraud appear prosecut wit part agreement prosecutor  time wit stand mr sullivan repeatedli told juror met frequent mr ebber  told chang made worldcom account hide cost warn practis improp  howev case tuesday mr ebber deni alleg   nt advis scott sullivan anyth ever wrong   told court   never told made entri nt right   would nt today   mr ebber could face jail sentenc 85 year convict charg face  sharehold lost  180bn worldcom collaps  20000 worker lost job compani went bankrupt  compani emerg bankruptci last year known mci ,100
254,mix signal french economi french economi pick speed end 2004  offici figur show  still look set fallen short govern hope  accord state statist bodi inse  growth three month decemb seasonallyadjust 0708   ahead 06  forecast  confirm  would best quarterli show sinc earli 2002 leav gdp 23  full year  short 25  french govern predict  despit appar shortfal annual econom growth  good quarterli figur  socal  flash estim   mark continu trend improv indic health french economi  govern reiter 25  target 2005  european central bank make posit nois 12nation eurozon whole  also friday  franc industri output decemb releas  show 07  growth   number good   said david naud  economist deutsch bank   send posit signal rebound output  open way continu trend new year   servic sector activ improv januari  hit sevenmonth high  unemploy remain high 10  ,23
255,cairn share slump oil setback share cairn energi  uk oil firm  close 18  disappoint drill updat warn possibl tax demand  compani said test shown signific find one indian oil field  upbeat potenti area  also said indian govern told pay product tax  cairn argu liabl  cairn share jump almost 400  year  investor pile cairn compani announc signific oil find india year  chief execut bill gammel said friday  disappoint  explor socal nc extens area rajasthan  investor held high hope major oil find area  cairn said estim revis  signific downgrad initi expect   cairn also said govern believ compani liabl pay tax productionshar contract  compani said rate would 900 rupe   2040  £1050  per tonn  seven barrel  oil  spokesman firm said tax would wipe 5  field current valu   cairn refut govern posit   mr gammel said  insist contract made clear tax shoulder license  india staterun oil  natur ga corp  ongc   contractor   pretti strong legal case   ad  say would becom issu firm start product  investor took dim view statement though  share close 247p  18   1115 penc   think peopl slightli overambiti quickli cairn would abl develop potenti offload reserv   said analyst jason kenney ing  disappoint overshadow increas product target cairn exist oilfield  compani rais target mangala aishwariya field india 60000 barrel day 80000 100000 barrel day  mangala field  thought contain billion barrel  biggest find date   two field provid core futur develop rajasthan   mr gammel said  cairn ad would apprais anoth field earli next year  mr gammel set compani 1980 success switch focu south asia interest us europ  cairn  also oper nepal bangladesh  catapult ftse 100 index lead uk share earlier year sharp rise share price ,307
256,malaysia lift islam bank limit malaysia central bank relax restrict foreign ownership encourag islam bank  bank malaysia abl sell 49  islam bank unit  limit kind bank remain 30   rhb  malaysia thirdbiggest lender  alreadi scout foreign partner new islam bank unit  firm told reuter  move put malaysia ahead 2007 deadlin open sector  countri deal join world trade organis set year deadlin liberalis islam bank  also tuesday  central bank releas growth figur show malaysia economi expand 71  2004 growth slow sharpli fourth quarter 56   central bank said expect 6  expans 2005 malaysia chang law allow islam bank 1983 grant licenc three middl eastern group   along local player  mean eight fullyoper islam bank group countri  islam bank offer servic permit modern bank principl stick islam law ban payment interest  malay make half countri popul muslim ,147
257,christma sale worst sinc 1981 uk retail sale fell decemb  fail meet expect make count worst christma sinc 1981 retail sale drop 1  month decemb  06  rise novemb  offic nation statist  on  said  on revis annual 2004 rate growth 59  estim novemb 32   number retail alreadi report poor figur decemb  cloth retail nonspecialist store worst hit internet retail show signific growth  accord on  last time retail endur tougher christma 23 year previous  sale plung 17   on echo earlier caution bank england governor mervyn king read much poor decemb figur  analyst put posit gloss figur  point nonseasonallyadjust figur show perform compar 2003 novemberdecemb jump last year roughli compar recent averag  although way seriou boom seen 1990  figur retail volum outperform measur actual spend  indic consum look bargain  retail cut price  howev  report high street retail highlight weak sector  morrison  woolworth  hous fraser  mark  spencer big food said festiv period disappoint  british retail consortium survey found christma 2004 worst 10 year  yet  retail  includ hmv  monsoon  jessop  bodi shop tesco  report festiv sale well last year  investec chief economist philip shaw said expect poor retail figur immedi effect interest rate   retail sale figur weak  bank england governor mervyn king indic last night  nt realli get accur impress christma trade easter   said mr shaw   view bank england keep powder dri wait see big pictur  ,481
258,electrolux export europ job electrolux saw share rise 14  tuesday said would shift manufactur lowcost countri  swedish firm  world largest maker home applianc  said reloc 10 27 plant western europ north america  say facil would affect  intend move asia  eastern europ mexico  compani two manufactur site counti durham  make lawn garden product newton aycliff  cooker oven spennymoor  newton aycliff plant could also affect electrolux separ announc spinoff outdoor product unit new separ compani  electrolux subsidiari brand includ aeg  zanussi frigidair  compani said speed restructur programm  aim save £190m £265m annual 2009   see half plant highcost countri  around 10  risk   said electrolux chief execut han straberg   look pretti grim   said swedish trade union offici ulf carlsson   go end produc sweden  ,58
259,make offic work mission brighten work live continu  time  take long hard look offic  next month  panel expert listen gripe work  suggest way make workspac effici  congeni simpli prettier  week  hear mariann petersen  plan convert barn sweden base freelanc write work  click link photograph read stori  scroll see panel say  want take part seri  go bottom stori find get touch  work home present multitud challeng  understand work person allow work term style  feel confid work output without confer other  abl retain disciplin self motiv get job done  build idea other  introspect problem solver   order virtual offic succeed  keep boundari work home life essenti  may use quit rigid allow visit  keep strict offic hour  refer space work give around clear messag profession space  imper consid bring outsid world  keep date develop maintain network  isol work environ mean care thought  strategi develop suit person industri  join profession group form loos associ likemind peopl may assist  use structur meet advanc often get releg less import statu time busi  danger workload eas  resurrect  prior interior work undertaken essenti ensur roof wall made waterandweathertight  structur check stabil  appear roof truss may need repair addit brace  ideal  roof replac outer materi keep charact locat barn  would also allow wellinsul inner skin provid light colour  like effici way heat build electr  order provid owner need electr engin calcul potenti heat  power light load make sure main suppli distribut capac adequ  ideal  would good main water suppli mean drainag toilet wash facil  wall dri line singl skin plasterboard laid rockwool slab allow good wall insul power light circuit conceal  wall paint light colour  owner mention might lay new floor exist plank  improv insul offer level surfac  would suggest lay new oak veneer plank work charact barn  light  consid combin floor mount uplight  wall light  wall washer  select downlight  use combin main voltag fluoresc fit dimmabl unit vari light level feel interior  pleas click link right see idea mariann barn  layout offic reflect need work area relax meet space  larg desk space extens storag would combin tub chair maximis space avail  finish chosen furnitur need reflect unusu set  light temperatur control mechan use influenc workplac  regard access internet via connect main hous  plan go wireless sensibl  wireless routeraccess point hous wireless lan card pc renov area may suffici  howev  import point consid distanc two build natur materi signal pass  could result weak signal strength  may requir addit wireless access point renov area  local supplier abl advis  nt alreadi invest robust firewal antiviru softwar  essenti  protect invest  realli take advantag wireless technolog  might consid laptop comput dock station extern mous monitor  could use one new tablet comput  allow write directli screen convert text builtin hand recognit softwar  final  save money space consid multifunct product print  scan  copi fax ,243
